14836,8,0,0,8,1,4
14837,4,0,0,4,4,1
14838,16,0,0,16,2,3
14839,12,0,0,12,1,4
14842,5,1,0,6,0,3
14843,5,0,0,5,1,3
14844,6,1,0,7,2,3
14845,20,1,0,21,2,4
14846,11,0,0,11,3,4
14847,12,0,0,12,2,3
14848,8,0,0,8,0,2
14849,4,0,0,4,0,3
14850,1,0,0,1,1,1
14851,6,0,0,6,0,3
14852,4,0,0,4,0,3
14853,4,1,0,5,2,2
14854,7,0,0,7,3,3
14857,6,1,0,7,5,4
14858,3,0,0,3,1,3
14859,6,0,0,6,0,2
14860,10,0,0,10,3,3
14861,12,0,0,12,1,3
14862,3,0,0,3,1,3
14863,8,0,0,8,1,3
14864,12,0,0,12,1,4
14866,3,0,0,3,0,2
14867,4,0,0,4,2,2
14870,2,0,0,2,3,2
14873,9,1,0,10,4,2
14875,2,0,0,2,0,3
14876,8,0,0,8,3,3
14877,6,0,0,6,1,2
14879,5,0,0,5,2,3
14880,8,0,0,8,5,3
14881,6,0,0,6,2,4
14883,10,0,0,10,1,3
14884,4,0,0,4,1,3
14886,4,0,0,4,2,3
14887,8,0,0,8,0,3
14888,4,1,0,5,1,2
14892,12,1,0,13,0,3
14893,5,0,0,5,0,2
14894,5,0,0,5,2,4
14895,5,0,0,5,0,2
14897,5,0,0,5,3,3
14898,6,0,0,6,0,4
14899,2,0,0,2,0,1
14900,3,0,0,3,3,3
14901,3,0,0,3,0,1
14902,8,0,1,9,0,4
14903,7,0,0,7,2,3
14904,8,0,0,8,0,3
14905,4,0,0,4,0,1
14906,5,0,0,5,1,3
14907,6,0,0,6,0,3
14908,8,0,0,8,1,2
14909,6,0,0,6,0,3
14910,2,0,0,2,0,3
14911,1,0,0,1,0,1
14912,2,0,0,2,0,3
14913,6,0,0,6,1,3
14915,9,0,0,9,1,3
14916,9,0,0,9,3,3
14918,7,0,0,7,0,3
14919,6,0,0,6,0,2
14920,14,1,0,15,1,3
14921,11,0,0,11,4,3
14924,12,0,0,12,0,3
14925,7,0,0,7,0,3
14926,10,0,0,10,5,3
14928,3,0,0,3,4,2
14930,8,0,0,8,3,4
14931,1,0,0,1,1,2
14932,8,0,0,8,0,3
14933,8,1,0,9,0,4
14934,14,0,0,14,2,4
14935,3,0,0,3,0,3
14936,8,0,0,8,2,3
14937,5,0,0,5,1,1
14938,7,1,0,8,1,3
14942,4,0,0,4,2,3
14943,10,0,0,10,3,3
14944,15,0,0,15,0,4
14946,6,0,0,6,0,3
14947,8,0,0,8,1,3
14948,3,0,0,3,0,2
14949,0,0,0,0,1,1
14950,5,2,0,7,3,3
14951,3,0,0,3,0,0
14953,8,1,0,9,0,3
14956,23,1,0,24,4,4
14957,0,0,0,0,1,0
14959,6,0,0,6,0,3
14960,3,0,0,3,1,3
14961,2,0,0,2,1,3
14962,4,1,0,5,0,2
14963,5,0,0,5,2,4
14965,6,1,0,7,1,2
14968,8,0,0,8,3,3
14969,2,0,0,2,0,2
14970,8,0,0,8,4,3
14971,7,0,0,7,2,3
14972,11,1,0,12,1,4
14973,2,0,0,2,0,1
14978,8,0,0,8,3,4
14979,1,0,0,1,0,1
14980,2,0,0,2,1,3
14981,6,1,0,7,0,3
14982,5,0,0,5,2,4
14983,3,0,0,3,0,2
14984,5,0,0,5,1,3
14987,15,0,0,15,4,4
14989,9,0,0,9,2,3
14990,7,1,0,8,1,4
14991,15,0,0,15,0,3
14993,3,0,0,3,0,2
14994,9,2,0,11,4,3
14995,9,0,0,9,3,4
14996,4,0,0,4,0,2
14999,9,1,0,10,4,4
15003,0,0,0,0,1,1
15005,7,0,0,7,0,3
15008,9,0,0,9,3,3
15009,8,1,0,9,3,4
15010,2,0,0,2,1,1
15011,14,0,0,14,0,3
15012,7,0,0,7,2,3
15013,1,0,0,1,0,2
15017,0,0,0,0,0,0
15020,2,0,0,2,0,2
15021,8,0,0,8,1,3
15022,1,0,0,1,0,3
15024,8,0,0,8,1,3
15025,3,1,0,4,0,1
15027,9,0,0,9,2,3
15028,5,0,0,5,1,2
15029,13,2,0,15,1,4
15030,6,1,0,7,0,4
15031,7,2,0,9,2,3
15032,10,0,0,10,2,4
15033,6,0,0,6,0,4
15034,12,0,0,12,4,4
15035,5,0,0,5,1,2
15038,7,0,0,7,1,3
15039,10,0,0,10,1,2
15043,6,1,0,7,0,3
15044,6,0,0,6,2,3
15045,3,0,0,3,1,3
15047,11,0,0,11,1,3
15050,4,0,0,4,0,3
15051,7,0,0,7,0,3
15053,10,0,0,10,3,3
15054,2,0,0,2,0,2
15055,8,0,0,8,1,3
15056,5,1,0,6,2,2
15059,5,0,0,5,0,3
15060,7,0,1,8,3,3
15061,2,0,0,2,0,3
15063,12,1,0,13,1,4
15064,5,0,0,5,0,2
15065,8,1,0,9,2,3
15066,13,0,0,13,0,3
15067,1,0,0,1,0,2
15068,17,0,0,17,3,4
15069,12,0,0,12,4,4
15070,9,0,0,9,0,3
15071,9,0,0,9,1,3
15072,7,0,0,7,2,3
15074,10,0,0,10,2,3
15076,11,0,0,11,2,3
15077,4,0,0,4,0,2
15080,3,0,0,3,0,3
15081,5,0,0,5,0,4
15083,9,0,0,9,2,3
15084,3,1,0,4,1,2
15085,7,0,0,7,3,4
15086,2,0,0,2,0,2
15087,3,0,0,3,2,3
15089,10,0,0,10,2,4
15090,11,1,0,12,0,2
15091,7,1,0,8,4,2
15093,7,1,0,8,0,3
15094,8,0,0,8,3,4
15095,4,0,0,4,2,0
15096,6,0,0,6,1,1
15097,14,1,0,15,1,4
15098,5,0,0,5,2,2
15099,2,0,0,2,2,3
15100,9,1,0,10,4,3
15102,13,0,0,13,1,3
15103,14,0,0,14,1,4
15104,11,0,0,11,1,3
15105,4,0,0,4,0,3
15108,4,0,0,4,1,3
15109,11,0,0,11,1,2
15111,8,0,0,8,0,3
15112,4,0,0,4,0,1
15115,6,0,0,6,2,3
15116,5,1,1,7,2,3
15118,4,0,0,4,2,1
15119,6,0,0,6,3,2
15120,1,0,0,1,0,2
15122,2,0,0,2,0,3
15123,5,0,0,5,0,3
15129,3,0,0,3,0,2
15130,10,0,0,10,2,3
15132,9,0,0,9,1,3
15133,8,1,0,9,4,2
15134,3,0,0,3,0,2
15136,6,0,0,6,0,3
15138,16,0,0,16,0,3
15139,11,0,0,11,1,4
15143,3,0,0,3,0,2
15144,5,0,0,5,0,3
15145,9,0,0,9,2,3
15149,2,0,0,2,0,2
15150,8,0,0,8,0,3
15151,15,0,0,15,5,4
15153,3,0,0,3,0,2
15154,4,0,0,4,2,2
15155,7,1,0,8,3,4
15157,5,0,0,5,2,3
15158,7,0,0,7,2,4
15159,7,0,0,7,2,3
15162,6,0,0,6,1,2
15163,9,0,0,9,2,3
15164,11,0,0,11,2,3
15166,9,0,0,9,2,4
15170,9,0,0,9,1,3
15171,3,0,0,3,1,2
15172,4,0,0,4,0,2
15173,10,0,0,10,3,4
15174,5,0,0,5,2,3
15175,15,0,0,15,0,2
15177,2,0,0,2,0,1
15179,10,0,0,10,2,4
15180,17,2,0,19,1,4
15181,17,1,0,18,1,4
15183,2,0,0,2,1,2
15185,0,0,0,0,0,1
15187,13,0,0,13,1,3
15188,1,0,0,1,0,1
15189,11,0,0,11,5,4
15190,16,1,0,17,2,4
15191,8,0,0,8,2,3
15192,9,0,0,9,1,2
15193,0,0,0,0,0,1
15194,9,0,0,9,1,2
15195,3,0,0,3,0,1
15196,9,0,0,9,1,3
15197,6,0,0,6,4,3
15201,3,0,0,3,0,3
15204,3,0,0,3,0,2
15207,3,0,0,3,1,2
15209,15,0,0,15,1,3
15210,0,0,0,0,0,3
15211,4,1,0,5,0,2
15212,4,0,0,4,2,2
15213,7,0,0,7,1,3
15214,2,1,0,3,4,1
15215,14,1,0,15,2,4
15216,4,1,0,5,0,3
15217,3,1,0,4,0,2
15219,3,0,0,3,0,3
15220,11,0,0,11,1,3
15222,15,0,0,15,4,4
15223,9,1,0,10,4,3
15224,1,0,0,1,2,2
15225,14,1,0,15,1,4
15228,7,0,0,7,3,4
15229,8,0,0,8,0,2
15231,8,1,0,9,2,4
15234,12,0,0,12,3,4
15235,6,0,0,6,2,2
15236,9,0,0,9,1,3
15239,10,1,0,11,1,4
15240,4,0,0,4,0,1
15241,8,0,0,8,1,3
15242,14,0,0,14,2,4
15243,14,0,0,14,0,3
15245,4,0,0,4,1,1
15246,14,1,0,15,3,4
15247,7,0,0,7,1,3
15248,9,1,0,10,0,3
15249,16,0,0,16,1,3
15252,5,0,0,5,1,2
15253,8,0,0,8,1,3
15255,1,0,0,1,0,2
15260,3,0,0,3,0,2
15261,13,0,0,13,2,3
15262,9,0,0,9,1,1
15263,10,0,0,10,0,3
15264,8,0,0,8,3,4
15265,9,0,0,9,1,3
15266,0,0,0,0,1,3
15267,13,0,0,13,2,4
15268,2,0,0,2,0,0
15269,1,0,0,1,1,2
15270,7,0,0,7,0,2
15273,13,0,0,13,4,4
15275,6,0,0,6,2,2
15276,9,1,0,10,2,3
15277,12,0,0,12,1,4
15279,7,0,0,7,3,2
15281,10,1,0,11,2,3
15282,9,0,0,9,1,4
15284,9,0,0,9,0,3
15288,4,0,0,4,0,1
15290,4,0,0,4,3,2
15291,12,0,0,12,0,3
15292,1,0,0,1,0,1
15293,6,0,0,6,1,2
15295,12,0,0,12,3,3
15298,6,0,0,6,3,2
15300,13,0,0,13,2,4
15301,9,1,0,10,1,4
15302,11,1,0,12,2,4
15303,6,0,0,6,3,4
15306,4,0,0,4,2,3
15307,8,0,0,8,0,3
15308,17,1,0,18,2,3
15309,13,0,0,13,2,4
15310,8,0,0,8,2,3
15311,6,0,0,6,2,3
15312,8,2,0,10,4,3
15314,5,0,0,5,1,3
15315,11,2,0,13,1,4
15316,4,0,0,4,1,3
15318,17,0,0,17,3,4
15321,13,0,0,13,1,4
15324,4,0,0,4,0,2
15325,7,0,0,7,2,2
15327,11,1,0,12,2,4
15328,0,0,0,0,1,2
15329,6,0,0,6,1,4
15332,4,0,0,4,2,3
15334,9,0,0,9,2,3
15335,9,0,0,9,2,4
15336,7,1,0,8,1,4
15338,1,0,0,1,0,2
15339,6,1,0,7,2,3
15342,11,0,0,11,1,3
15343,5,0,0,5,1,1
15344,10,0,0,10,4,3
15345,10,0,0,10,2,3
15346,7,0,0,7,2,3
15347,8,0,0,8,0,2
15348,10,1,0,11,0,3
15350,6,2,0,8,1,3
15351,5,0,0,5,2,3
15354,12,0,0,12,3,4
15356,7,1,0,8,2,3
15358,11,0,0,11,1,4
15362,3,1,0,4,0,2
15364,5,1,0,6,0,3
15365,7,0,0,7,2,3
15366,6,0,0,6,1,2
15369,9,0,0,9,3,3
15370,4,0,0,4,3,3
15371,1,0,0,1,0,2
15375,7,0,0,7,2,4
15376,10,0,0,10,0,4
15377,6,0,0,6,0,2
15378,9,0,0,9,0,2
15379,9,0,0,9,2,3
15380,8,0,0,8,1,3
15381,2,0,0,2,0,0
15382,13,0,0,13,0,4
15383,16,0,0,16,1,3
15384,9,1,0,10,1,3
15385,5,0,0,5,1,3
15386,0,0,0,0,0,1
15387,6,0,0,6,2,3
15389,16,1,0,17,2,4
15390,1,1,0,2,0,2
15392,11,0,0,11,3,3
15393,6,0,0,6,1,3
15394,8,0,0,8,1,3
15395,3,1,0,4,0,3
15396,11,0,0,11,1,3
15397,9,0,0,9,0,4
15398,7,0,0,7,0,4
15399,18,0,0,18,0,2
15400,9,0,0,9,1,3
15401,4,0,0,4,1,3
15402,3,0,0,3,2,1
15404,5,0,0,5,1,3
15405,2,0,0,2,0,2
15407,7,0,0,7,2,2
15408,14,1,0,15,3,4
15410,5,0,0,5,1,3
15412,7,0,0,7,1,3
15413,5,0,0,5,0,3
15415,1,0,0,1,2,2
15416,12,0,0,12,0,4
15418,12,0,0,12,2,3
15419,11,1,0,12,3,4
15421,10,0,0,10,1,3
15423,10,0,0,10,2,3
15425,7,0,0,7,0,3
15426,2,0,0,2,1,1
15427,12,0,0,12,2,3
15429,7,0,0,7,3,3
15432,10,0,0,10,3,2
15433,13,1,0,14,1,3
15435,10,0,0,10,4,4
15436,15,0,0,15,0,4
15438,8,1,0,9,2,3
15439,3,0,0,3,1,2
15440,9,0,0,9,1,2
15441,2,0,0,2,0,1
15442,10,0,0,10,4,2
15443,8,1,0,9,1,3
15444,6,1,0,7,2,3
15445,3,0,0,3,1,2
15446,11,0,0,11,5,4
15447,8,0,0,8,2,4
15448,11,1,0,12,1,3
15451,6,1,0,7,2,3
15454,5,0,0,5,3,3
15457,8,1,0,9,0,3
15459,9,0,0,9,2,4
15460,10,0,0,10,0,4
15463,5,0,0,5,1,2
15464,12,0,0,12,1,4
15465,8,0,0,8,3,3
15469,5,0,0,5,0,4
15470,8,0,0,8,1,3
15471,9,1,0,10,1,3
15472,2,0,0,2,0,3
15473,12,0,0,12,6,2
15474,10,0,0,10,3,4
15476,11,0,0,11,2,4
15478,5,0,0,5,3,2
15479,3,1,0,4,0,3
15480,2,0,0,2,2,2
15483,5,0,0,5,0,1
15485,6,0,0,6,0,2
15486,10,0,0,10,2,4
15488,3,0,0,3,0,3
15491,7,0,0,7,1,3
15492,6,0,0,6,2,3
15496,4,0,0,4,2,2
15497,9,0,0,9,3,3
15498,9,0,0,9,0,3
15499,7,0,0,7,3,4
15500,7,0,0,7,0,3
15502,10,0,0,10,1,3
15504,0,0,0,0,0,1
15505,7,0,0,7,2,1
15507,12,0,0,12,3,3
15509,9,0,0,9,1,3
15510,8,0,0,8,3,2
15511,9,2,0,11,0,3
15513,1,0,0,1,1,1
15515,8,0,0,8,1,4
15516,3,0,0,3,2,3
15517,6,0,0,6,0,3
15518,17,0,0,17,3,3
15519,8,0,0,8,2,4
15520,9,0,0,9,1,3
15521,9,1,0,10,2,4
15523,12,0,0,12,1,4
15524,14,0,0,14,1,3
15525,10,1,0,11,1,3
15526,11,0,0,11,0,4
15529,3,0,0,3,2,3
15530,13,0,0,13,4,4
15533,9,0,0,9,1,4
15534,7,0,0,7,3,3
15535,15,0,0,15,3,2
15536,1,0,0,1,0,2
15537,2,0,0,2,2,2
15538,6,0,0,6,0,3
15539,13,0,0,13,2,3
15540,4,0,0,4,1,2
15541,2,0,0,2,1,2
15542,10,0,0,10,1,3
15545,7,1,0,8,4,3
15546,8,0,0,8,0,3
15547,3,0,0,3,2,3
15549,13,1,0,14,0,3
15550,5,1,0,6,0,3
15554,3,0,0,3,1,3
15556,10,1,0,11,0,3
15557,8,0,0,8,1,3
15558,6,1,0,7,0,3
15559,3,0,0,3,0,3
15561,15,1,0,16,4,4
15564,9,0,0,9,1,3
15565,6,0,0,6,1,3
15568,7,1,0,8,2,4
15569,2,0,0,2,1,1
15571,2,0,0,2,0,2
15572,12,0,0,12,1,4
15574,8,0,0,8,0,4
15575,9,2,0,11,2,4
15577,6,0,0,6,1,3
15578,16,0,0,16,4,3
15579,2,0,0,2,1,3
15580,8,0,0,8,1,2
15581,5,0,0,5,0,2
15582,10,1,0,11,2,3
15583,5,1,0,6,2,3
15585,1,0,0,1,1,2
15586,4,0,0,4,1,2
15589,10,0,0,10,3,2
15590,7,1,0,8,2,3
15591,1,0,0,1,1,1
15592,12,0,0,12,2,4
15593,7,0,0,7,2,3
15594,2,0,0,2,2,3
15596,8,1,0,9,3,3
15600,4,0,0,4,0,2
15601,8,0,0,8,2,3
15602,6,2,0,8,3,3
15603,6,0,0,6,1,2
15606,7,1,0,8,4,3
15607,20,0,0,20,1,4
15610,15,0,0,15,3,4
15612,9,0,0,9,1,2
15615,9,0,0,9,2,3
15616,12,0,0,12,0,2
15617,9,0,0,9,2,4
15619,10,1,0,11,1,3
15620,8,1,0,9,0,3
15621,15,1,0,16,2,4
15622,16,1,0,17,2,3
15623,3,0,0,3,1,3
15624,16,0,0,16,1,4
15625,4,0,0,4,1,2
15626,7,0,0,7,1,3
15627,3,0,0,3,0,0
15628,6,0,0,6,0,3
15629,8,1,0,9,2,3
15630,4,0,0,4,0,2
15631,9,0,0,9,1,3
15634,4,0,0,4,1,4
15635,11,2,0,13,4,3
15637,5,0,0,5,2,3
15638,2,0,0,2,0,2
15640,6,0,0,6,1,3
15643,11,1,0,12,2,3
15644,10,0,0,10,1,3
15647,5,0,0,5,1,1
15648,4,0,0,4,0,2
15649,2,0,0,2,0,1
15650,8,0,0,8,3,3
15653,5,0,0,5,0,3
15654,9,0,1,10,1,4
15656,5,0,0,5,0,3
15658,14,0,0,14,2,4
15659,6,0,0,6,1,3
15660,5,0,0,5,2,2
15661,1,0,0,1,0,1
15662,3,0,0,3,0,1
15663,0,0,0,0,1,1
15665,9,0,0,9,5,4
15666,6,0,0,6,1,2
15669,5,0,0,5,1,3
15670,9,0,0,9,1,3
15671,8,0,0,8,1,4
15673,4,0,0,4,0,2
15675,6,0,0,6,0,2
15676,12,1,0,13,2,3
15677,11,0,0,11,1,3
15679,4,0,0,4,0,3
15682,9,0,0,9,1,4
15683,4,0,0,4,2,3
15685,3,0,0,3,1,2
15686,4,0,0,4,1,3
15687,1,0,0,1,0,1
15688,7,0,0,7,0,3
15689,10,0,0,10,3,4
15690,1,0,0,1,1,3
15691,3,0,0,3,0,1
15692,9,0,0,9,1,4
15693,5,0,0,5,0,2
15694,2,0,0,2,0,3
15695,11,0,0,11,2,3
15696,1,0,0,1,0,2
15697,5,0,0,5,2,4
15698,3,0,0,3,1,2
15699,21,0,0,21,2,4
15700,8,0,0,8,4,4
15701,2,0,0,2,0,3
15702,9,1,0,10,2,4
15703,4,0,0,4,1,4
15704,4,0,0,4,1,2
15705,13,1,0,14,0,4
15710,4,0,0,4,1,2
15711,9,0,0,9,1,2
15713,11,0,0,11,2,3
15715,10,0,0,10,2,2
15718,10,0,0,10,1,3
15719,8,1,0,9,0,2
15720,4,0,0,4,0,2
15727,3,0,0,3,1,2
15729,9,0,0,9,2,3
15731,6,0,0,6,1,3
15732,6,0,0,6,1,2
15733,1,0,0,1,0,0
15735,2,0,0,2,1,1
15736,10,1,0,11,2,3
15737,6,0,0,6,0,3
15738,4,0,0,4,1,1
15739,9,0,0,9,3,3
15740,4,0,0,4,0,3
15742,5,1,0,6,1,3
15744,10,0,0,10,2,3
15745,6,0,0,6,4,2
15746,6,0,0,6,3,3
15747,12,1,0,13,0,3
15748,4,0,0,4,0,2
15749,1,0,0,1,1,1
15752,5,0,0,5,3,3
15756,7,0,0,7,0,3
15758,12,0,0,12,0,3
15759,5,0,0,5,2,3
15760,4,0,0,4,1,3
15762,6,0,0,6,1,2
15764,11,0,0,11,0,3
15765,4,1,0,5,2,3
15766,5,0,0,5,1,3
15768,3,0,0,3,0,2
15770,10,1,0,11,2,4
15772,11,0,0,11,1,4
15773,9,0,0,9,3,2
15774,10,0,0,10,2,3
15778,2,0,0,2,2,1
15779,7,0,0,7,1,3
15780,10,2,0,12,2,4
15781,10,0,0,10,1,4
15782,7,0,0,7,0,3
15783,11,1,0,12,1,4
15784,9,1,0,10,1,3
15785,12,0,0,12,4,3
15786,17,0,0,17,1,3
15789,5,0,0,5,4,2
15790,14,1,0,15,2,4
15791,8,0,0,8,1,1
15792,6,0,0,6,1,2
15793,0,0,0,0,0,1
15794,9,0,0,9,1,3
15795,5,0,0,5,0,3
15796,10,0,0,10,0,3
15798,5,0,0,5,0,3
15800,7,0,0,7,0,3
15802,7,1,0,8,0,3
15803,6,0,0,6,0,1
15804,7,1,0,8,1,4
15805,6,0,0,6,0,4
15806,10,0,0,10,1,3
15807,0,0,0,0,0,0
15808,4,0,0,4,1,3
15810,8,0,0,8,2,3
15811,6,0,0,6,0,2
15812,7,1,0,8,0,3
15813,10,1,0,11,2,3
15814,7,0,0,7,4,4
15815,4,0,0,4,0,3
15816,7,1,0,8,3,3
15817,14,0,0,14,1,3
15819,8,0,0,8,2,3
15822,6,0,0,6,0,1
15823,2,0,0,2,0,1
15824,29,1,0,30,4,4
15825,8,0,0,8,2,3
15826,8,1,0,9,4,3
15827,17,0,0,17,3,4
15829,4,0,0,4,0,1
15830,6,0,0,6,0,3
15831,0,0,0,0,0,0
15832,2,0,0,2,2,2
15833,8,0,0,8,2,1
15834,20,0,0,20,1,4
15835,18,0,0,18,2,4
15836,10,0,0,10,2,1
15837,7,0,0,7,0,1
15838,6,0,0,6,0,2
15839,3,1,0,4,2,2
15844,5,1,0,6,0,2
15846,11,0,0,11,3,4
15847,4,0,0,4,1,2
15848,10,0,0,10,1,3
15849,6,0,0,6,1,2
15850,0,0,0,0,0,0
15851,5,1,0,6,3,2
15854,9,0,0,9,2,4
15855,10,1,0,11,1,4
15857,15,1,0,16,3,3
15858,6,0,0,6,2,3
15859,5,0,0,5,1,3
15860,7,0,0,7,1,1
15863,5,0,0,5,1,3
15865,4,0,0,4,1,2
15866,10,1,0,11,2,3
15873,6,0,0,6,0,3
15874,4,0,0,4,1,3
15875,3,1,0,4,0,2
15877,19,0,0,19,1,3
15878,2,0,0,2,1,1
15880,12,1,0,13,1,3
15881,9,0,0,9,2,2
15883,5,0,0,5,1,3
15884,3,0,0,3,0,2
15887,5,0,0,5,0,3
15888,12,0,0,12,2,3
15889,0,0,0,0,0,1
15890,5,0,0,5,0,2
15892,4,0,0,4,0,3
15893,9,0,0,9,1,3
15896,3,0,0,3,3,3
15897,6,1,0,7,2,3
15898,9,0,0,9,1,3
15899,6,0,0,6,2,3
15901,9,0,0,9,0,3
15904,3,0,0,3,0,1
15905,7,0,0,7,0,3
15906,7,0,0,7,2,3
15908,7,0,0,7,1,2
15909,10,0,0,10,1,3
15911,2,0,0,2,0,1
15912,2,0,0,2,2,1
15914,7,0,0,7,0,3
15915,9,2,0,11,0,3
15916,7,1,0,8,1,4
15917,3,0,0,3,0,1
15921,9,0,0,9,1,3
15922,7,0,0,7,0,3
15923,10,0,0,10,1,4
15924,6,0,0,6,0,3
15926,3,0,0,3,0,2
15927,6,0,0,6,2,3
15928,3,0,0,3,1,3
15930,6,1,0,7,2,4
15932,2,0,0,2,1,3
15933,5,0,0,5,0,3
15935,13,2,0,15,2,3
15936,19,0,0,19,1,4
15937,12,0,0,12,3,4
15938,10,0,0,10,4,3
15939,0,0,0,0,0,1
15940,6,0,0,6,0,3
15941,4,0,0,4,2,1
15944,22,1,0,23,2,4
15945,7,0,0,7,1,4
15946,11,0,0,11,0,3
15947,2,0,0,2,1,1
15950,7,0,0,7,1,3
15951,5,1,0,6,2,3
15952,11,1,0,12,1,4
15954,10,0,0,10,1,2
15955,7,1,0,8,1,3
15956,7,0,0,7,0,3
15958,1,0,0,1,0,2
15959,15,1,0,16,5,4
15960,1,0,0,1,0,0
15961,12,0,0,12,2,2
15962,7,0,0,7,4,2
15963,5,1,0,6,1,3
15964,8,0,0,8,1,3
15965,9,0,0,9,1,4
15967,4,0,0,4,1,2
15969,6,0,0,6,0,3
15971,17,0,0,17,2,4
15973,3,1,0,4,0,3
15975,12,1,0,13,2,3
15979,3,0,0,3,0,2
15980,7,0,0,7,0,3
15981,9,1,0,10,3,4
15982,10,0,0,10,2,3
15984,3,0,0,3,3,2
15985,6,0,0,6,0,1
15986,0,0,0,0,0,2
15987,8,0,0,8,1,3
15988,12,0,0,12,1,1
15989,4,1,0,5,1,1
15990,0,0,0,0,0,1
15992,2,0,0,2,0,2
15993,4,0,0,4,0,1
15994,11,0,0,11,2,3
15995,11,1,0,12,2,3
15996,3,0,0,3,1,2
15999,9,0,0,9,1,4
16000,19,1,0,20,5,4
16002,1,0,0,1,0,2
16003,9,0,0,9,0,4
16004,16,0,0,16,1,4
16007,8,1,0,9,0,4
16009,5,0,0,5,3,3
16010,11,0,0,11,4,4
16011,3,0,0,3,0,2
16012,9,0,0,9,1,3
16014,6,0,0,6,0,1
16015,5,1,0,6,2,2
16017,7,1,0,8,2,3
16019,7,0,0,7,2,3
16020,2,0,0,2,0,2
16021,14,1,0,15,2,4
16022,1,0,0,1,1,1
16024,5,0,0,5,3,3
16026,7,1,0,8,1,2
16028,2,0,0,2,0,1
16029,12,0,0,12,4,4
16030,1,0,0,1,0,0
16031,9,1,0,10,0,3
16037,2,0,0,2,2,3
16039,6,0,0,6,0,3
16041,5,0,0,5,0,2
16043,9,0,0,9,2,3
16044,6,0,0,6,2,3
16045,9,0,0,9,3,4
16046,6,0,0,6,1,1
16050,14,0,0,14,1,4
16051,11,1,0,12,1,4
16052,0,0,0,0,0,1
16054,9,0,0,9,2,1
16055,2,0,0,2,2,2
16057,8,0,0,8,4,2
16059,2,0,0,2,0,1
16060,11,0,0,11,1,2
16062,9,0,0,9,0,3
16065,6,2,0,8,2,4
16066,5,1,0,6,3,3
16069,2,0,0,2,0,2
16070,10,1,0,11,1,3
16071,6,0,0,6,2,3
16072,8,1,0,9,1,3
16073,7,1,0,8,1,3
16076,4,0,0,4,2,3
16080,8,0,0,8,0,3
16083,14,1,0,15,3,4
16084,8,1,0,9,1,4
16085,14,1,0,15,2,4
16087,10,0,0,10,1,4
16088,6,0,0,6,2,3
16089,6,1,0,7,2,3
16090,8,0,0,8,2,3
16091,10,0,0,10,0,3
16092,10,0,0,10,3,4
16093,3,0,0,3,0,2
16094,6,0,1,7,1,3
16095,12,0,0,12,3,3
16096,7,0,0,7,2,3
16097,10,0,0,10,2,3
16098,4,0,0,4,0,2
16099,1,0,0,1,0,1
16100,6,1,0,7,3,4
16101,11,0,0,11,0,3
16102,11,0,0,11,1,2
16103,0,0,0,0,1,0
16104,7,0,0,7,2,4
16105,10,0,0,10,4,3
16107,10,0,0,10,1,4
16108,6,1,0,7,2,3
16109,6,0,0,6,0,3
16110,0,0,0,0,0,2
16111,5,0,0,5,1,2
16113,1,0,0,1,1,0
16115,6,0,0,6,0,3
16117,3,1,0,4,3,4
16118,11,0,0,11,2,2
16120,7,0,0,7,2,3
16121,6,0,0,6,4,3
16122,10,0,0,10,1,3
16123,10,0,0,10,0,3
16124,12,1,0,13,2,4
16125,2,0,0,2,0,3
16126,3,1,0,4,1,2
16127,12,0,0,12,5,4
16130,3,0,0,3,0,1
16131,1,0,0,1,0,2
